Wavelength,SAPONITE,SMECTITE,NONTRONITE,SERPENTINE,MONTMORILLONITE,KAOLINITE,GYPSUM,JAROSITE,KIESERITE,SZOMOLNOKITE,CALCITE,MAGNESITE,PYROXENE,PLAGIOCLASE,QUARTZ,FAYALITE,FORSTERITE,OLIVINE,HEMATITE,GOETHITE
1.1975,0.787088,0.708423,0.615288,0.045095,0.803537,0.89606,0.891007,0.696772,0.811779,0.50649,0.886887,0.742164,0.767582,0.287748,0.877067,0.210118,0.518693,0.595769,0.04681,0.342113
1.2,0.78706,0.708871,0.616936,0.045138,0.80531,0.89613,0.89102,0.699241,0.808645,0.506,0.886828,0.742868,0.766591,0.287398,0.876797,0.210302,0.519384,0.59615,0.04673,0.34366
1.2025,0.788129,0.710258,0.618257,0.04521,0.805879,0.895943,0.890411,0.701957,0.807499,0.50547,0.888095,0.743928,0.766688,0.287422,0.876206,0.210659,0.51957,0.597496,0.04667,0.345114
1.205,0.789198,0.711509,0.619578,0.045283,0.806449,0.895756,0.889803,0.704673,0.806352,0.50519,0.889363,0.744989,0.766786,0.287446,0.875614,0.211017,0.519756,0.598842,0.04661,0.346569
1.2075,0.790427,0.712466,0.621596,0.045361,0.807815,0.896358,0.889337,0.706892,0.804982,0.50469,0.887925,0.74586,0.766843,0.287123,0.875654,0.210932,0.520283,0.599216,0.04672,0.347405
1.21,0.791657,0.712737,0.623614,0.04544,0.809181,0.896961,0.88887,0.709112,0.803612,0.50432,0.886486,0.746732,0.7669,0.2868,0.875694,0.210847,0.520809,0.599589,0.04683,0.348241
1.2125,0.792381,0.713896,0.623913,0.045641,0.810254,0.895681,0.891759,0.712678,0.802151,0.503897,0.886469,0.746213,0.76681,0.28695,0.876346,0.211626,0.521592,0.599922,0.046675,0.34967
1.215,0.793106,0.714657,0.624212,0.045842,0.811328,0.8944,0.894649,0.716245,0.80069,0.503583,0.886453,0.745695,0.76672,0.287101,0.876999,0.212405,0.522375,0.600255,0.04652,0.3511
1.2175,0.79306,0.715374,0.625315,0.045892,0.812852,0.894034,0.89619,0.717903,0.798931,0.503153,0.887284,0.747284,0.767265,0.286804,0.876338,0.212433,0.523198,0.600899,0.04644,0.352382
1.22,0.793013,0.716266,0.626419,0.045943,0.814377,0.893668,0.897731,0.719562,0.797171,0.50256,0.888116,0.748874,0.767811,0.286506,0.875677,0.212461,0.524022,0.601543,0.04636,0.353664
1.2225,0.793844,0.717014,0.627267,0.046057,0.816004,0.892735,0.898054,0.721862,0.795218,0.50234,0.887676,0.749723,0.768153,0.286252,0.875867,0.212565,0.524472,0.6018,0.046325,0.354527
1.225,0.794675,0.71793,0.628116,0.046172,0.817631,0.891801,0.898377,0.724163,0.793264,0.501807,0.887236,0.750573,0.768495,0.285997,0.876057,0.212669,0.524922,0.602057,0.04629,0.355391
1.2275,0.795618,0.718527,0.628866,0.046239,0.818857,0.889746,0.898008,0.726279,0.792067,0.50156,0.887512,0.75141,0.769477,0.285969,0.875773,0.212436,0.525335,0.602939,0.046085,0.356495
1.23,0.796562,0.719185,0.629616,0.046306,0.820083,0.887691,0.897638,0.728396,0.790869,0.501257,0.887788,0.752247,0.770459,0.285942,0.875488,0.212204,0.525749,0.603822,0.04588,0.3576
1.2325,0.797234,0.719808,0.630902,0.046576,0.820992,0.886282,0.898558,0.730503,0.789377,0.50094,0.887298,0.753356,0.769707,0.285892,0.875795,0.212426,0.526298,0.604257,0.04598,0.358519
1.235,0.797907,0.720441,0.632188,0.046847,0.821901,0.884873,0.899479,0.73261,0.787884,0.500493,0.886807,0.754466,0.768955,0.285842,0.876102,0.212649,0.526846,0.604691,0.04608,0.359439
1.2375,0.798847,0.721295,0.632706,0.046927,0.823047,0.884368,0.901443,0.73478,0.786388,0.5001,0.887785,0.755723,0.769393,0.285609,0.876057,0.213399,0.527763,0.605406,0.0459,0.360477
1.24,0.799788,0.721814,0.633223,0.047007,0.824193,0.883864,0.903408,0.736951,0.784891,0.499853,0.888764,0.75698,0.769831,0.285375,0.876012,0.21415,0.528681,0.60612,0.04572,0.361515
1.2425,0.801051,0.722544,0.633741,0.047146,0.824744,0.884599,0.905336,0.739546,0.783915,0.49942,0.888888,0.757801,0.769401,0.285246,0.876076,0.214072,0.529215,0.60651,0.045745,0.362215
1.24501,0.802313,0.72322,0.634262,0.047286,0.825302,0.885336,0.907268,0.742148,0.782931,0.49907,0.88901,0.758628,0.768974,0.285117,0.876138,0.213995,0.529752,0.606904,0.04577,0.36292
1.24751,0.802162,0.72382,0.634646,0.047367,0.826901,0.885821,0.908052,0.74384,0.781193,0.498738,0.888578,0.759826,0.769381,0.285082,0.875591,0.214323,0.530303,0.60769,0.04579,0.363941
1.25001,0.80201,0.724221,0.635031,0.047448,0.828497,0.886306,0.908837,0.745537,0.779456,0.498399,0.88815,0.761022,0.769789,0.285047,0.875045,0.214649,0.530856,0.608475,0.045809,0.364961
1.25251,0.80167,0.724828,0.635764,0.047556,0.829418,0.886865,0.910004,0.748512,0.778002,0.498056,0.888713,0.76167,0.770435,0.284942,0.874811,0.214657,0.531951,0.609044,0.045664,0.365899
1.25501,0.80133,0.725185,0.636497,0.047663,0.830342,0.887423,0.91117,0.75148,0.77655,0.497876,0.889275,0.762319,0.771078,0.284838,0.874577,0.214664,0.533046,0.609614,0.04552,0.366837
1.25751,0.801084,0.725882,0.636976,0.047648,0.831985,0.88767,0.91194,0.752523,0.775435,0.497524,0.889508,0.763426,0.770852,0.284758,0.874632,0.214789,0.533934,0.610664,0.045495,0.367616
1.26001,0.80084,0.726641,0.637456,0.047634,0.833626,0.887915,0.91271,0.753573,0.774321,0.497204,0.889739,0.764534,0.770627,0.284678,0.874686,0.214915,0.53482,0.611711,0.04547,0.368395
1.26251,0.801096,0.726965,0.637923,0.047884,0.834646,0.888013,0.913506,0.756362,0.773625,0.496939,0.889249,0.765988,0.770549,0.284698,0.8747,0.215295,0.535437,0.612045,0.04536,0.369101
1.26501,0.80135,0.727272,0.638392,0.048133,0.835662,0.88811,0.914296,0.759148,0.77293,0.496718,0.888762,0.767441,0.770472,0.284716,0.874713,0.215672,0.536056,0.612382,0.04525,0.369807
1.26751,0.801116,0.728221,0.639113,0.048224,0.835981,0.888103,0.913708,0.761084,0.772374,0.496471,0.8889,0.768709,0.770718,0.284523,0.874733,0.215464,0.53727,0.613363,0.045185,0.370643
1.27001,0.800876,0.728435,0.63983,0.048315,0.836301,0.888094,0.913125,0.763022,0.771817,0.49623,0.889036,0.769975,0.770961,0.284331,0.87475,0.215257,0.538482,0.614343,0.04512,0.371478
1.27251,0.79901,0.729129,0.63966,0.048394,0.837062,0.887556,0.913991,0.765401,0.771015,0.496107,0.888867,0.770975,0.770401,0.284417,0.874272,0.215403,0.53896,0.614859,0.04509,0.372169
1.27501,0.797156,0.729337,0.639489,0.048472,0.83782,0.887014,0.914851,0.767779,0.770213,0.495863,0.888697,0.771975,0.769844,0.284503,0.873794,0.215549,0.53944,0.615377,0.04506,0.37286
1.27751,0.797788,0.729807,0.639338,0.048546,0.83823,0.885615,0.914387,0.769737,0.76916,0.49573,0.888305,0.773196,0.769959,0.284417,0.873403,0.215657,0.540269,0.616502,0.04501,0.373484
1.28001,0.798427,0.729986,0.639188,0.04862,0.838859,0.884213,0.913926,0.771698,0.76811,0.49554,0.887916,0.774417,0.77007,0.284331,0.873013,0.215766,0.541098,0.617626,0.04496,0.374109
1.28251,0.800729,0.730506,0.639414,0.048714,0.839777,0.882133,0.914166,0.774253,0.767489,0.49527,0.88827,0.775687,0.769376,0.284447,0.8729,0.215966,0.541941,0.61852,0.04489,0.374965
1.28501,0.803021,0.730626,0.63964,0.048808,0.839994,0.880047,0.914408,0.776801,0.76687,0.495138,0.888625,0.776957,0.768686,0.284564,0.872789,0.216168,0.542785,0.619415,0.04482,0.375821
1.28751,0.803055,0.730896,0.639993,0.048992,0.840788,0.876514,0.914953,0.777672,0.766345,0.49497,0.889292,0.778453,0.768988,0.284762,0.873216,0.216591,0.543907,0.620383,0.04479,0.376595
1.29001,0.803085,0.731219,0.640343,0.049176,0.841096,0.872985,0.915494,0.778552,0.765819,0.494796,0.889954,0.779949,0.769289,0.28496,0.873641,0.217013,0.545027,0.62135,0.04476,0.377368
1.29251,0.80218,0.731712,0.640098,0.049395,0.841895,0.87059,0.915036,0.781502,0.764816,0.494699,0.889311,0.781733,0.769412,0.285187,0.873636,0.217248,0.546143,0.621875,0.044735,0.377801
1.29501,0.801277,0.731937,0.639856,0.049614,0.842539,0.8682,0.91458,0.784446,0.763815,0.494508,0.888677,0.783514,0.769531,0.285413,0.873631,0.217481,0.547259,0.622401,0.04471,0.378236
1.29751,0.800688,0.732262,0.640411,0.049766,0.84257,0.866844,0.914602,0.785798,0.763187,0.494433,0.890259,0.784823,0.768893,0.285433,0.873361,0.217284,0.548536,0.623503,0.04462,0.379041
1.30001,0.800104,0.732392,0.640963,0.049918,0.843673,0.865485,0.914619,0.787155,0.76256,0.494176,0.891827,0.786131,0.768256,0.285453,0.873095,0.217089,0.549811,0.624604,0.04453,0.379844
1.30251,0.800636,0.732448,0.640678,0.050009,0.844095,0.863188,0.91351,0.790002,0.761779,0.494229,0.890098,0.787485,0.767955,0.285604,0.873616,0.217273,0.550807,0.62545,0.044475,0.380317
1.30501,0.801164,0.7325,0.640393,0.050099,0.844459,0.860892,0.912405,0.792844,0.760997,0.494024,0.888376,0.78884,0.767656,0.285756,0.874134,0.217459,0.551802,0.626297,0.04442,0.380793
1.30751,0.800696,0.732523,0.639788,0.050205,0.844557,0.858939,0.912066,0.794526,0.759927,0.493974,0.888428,0.79049,0.7677,0.286057,0.873792,0.218067,0.552803,0.627597,0.04448,0.381757
1.31001,0.800226,0.732265,0.639184,0.050311,0.845207,0.856995,0.911725,0.796212,0.758859,0.49388,0.888482,0.792139,0.767743,0.286358,0.873451,0.218673,0.553805,0.628896,0.04454,0.38272
1.31251,0.799473,0.732073,0.638758,0.050464,0.845594,0.857318,0.910745,0.798617,0.758116,0.493697,0.88925,0.793765,0.767524,0.286548,0.873461,0.219,0.555189,0.630119,0.04449,0.383439
1.31501,0.798718,0.731989,0.638326,0.050617,0.846318,0.857633,0.909763,0.801016,0.757371,0.49374,0.890015,0.795391,0.767305,0.286738,0.873469,0.219325,0.556572,0.631342,0.04444,0.384158
1.31751,0.79711,0.732046,0.636582,0.050922,0.847048,0.856085,0.908591,0.802142,0.756317,0.493561,0.889923,0.796931,0.766975,0.287075,0.873329,0.219349,0.557633,0.632598,0.04437,0.384686
1.32001,0.7955,0.731427,0.634839,0.051227,0.847295,0.854535,0.907416,0.803271,0.755262,0.493362,0.889832,0.798471,0.766647,0.287412,0.873187,0.219375,0.558696,0.633852,0.0443,0.385213
1.32251,0.79359,0.731313,0.633331,0.05138,0.847728,0.852401,0.905306,0.805282,0.753888,0.493311,0.889995,0.800106,0.766722,0.287546,0.872635,0.219811,0.560132,0.634693,0.04428,0.385808
1.32501,0.791684,0.730888,0.631828,0.051534,0.84772,0.850272,0.903196,0.807295,0.752514,0.493294,0.890157,0.80174,0.766794,0.287681,0.872087,0.220245,0.561566,0.635536,0.04426,0.386403
1.32751,0.790561,0.731049,0.631879,0.051833,0.848691,0.848989,0.901237,0.809884,0.751012,0.493297,0.890151,0.803504,0.766263,0.287972,0.872324,0.220091,0.562517,0.637144,0.04418,0.387075
1.33001,0.789436,0.731149,0.631927,0.052131,0.848564,0.84771,0.899275,0.81247,0.749507,0.493195,0.890143,0.805267,0.765733,0.288262,0.872561,0.219941,0.563472,0.63875,0.0441,0.387747
1.33251,0.787897,0.730993,0.631309,0.052221,0.84893,0.847535,0.896765,0.814312,0.747509,0.493112,0.889599,0.806704,0.765213,0.288133,0.872566,0.221034,0.565116,0.639722,0.04407,0.388547
1.33501,0.786356,0.731001,0.630688,0.052311,0.849612,0.847359,0.894253,0.816154,0.745508,0.493092,0.889059,0.808141,0.764693,0.288007,0.87257,0.222125,0.566758,0.640694,0.04404,0.389345
1.33751,0.78417,0.73113,0.62958,0.052491,0.849709,0.846775,0.891325,0.817801,0.742888,0.493046,0.889437,0.809743,0.764192,0.288484,0.87247,0.222729,0.567768,0.641684,0.044105,0.389835
1.34001,0.781985,0.73099,0.628473,0.052671,0.850382,0.846194,0.888401,0.819448,0.740268,0.492896,0.889811,0.811344,0.76369,0.288961,0.872369,0.223331,0.568777,0.642676,0.04417,0.390325
1.34251,0.780354,0.730826,0.627595,0.052806,0.850064,0.846159,0.886286,0.821091,0.737511,0.492957,0.889326,0.812632,0.762847,0.289133,0.872169,0.223667,0.569887,0.644079,0.044165,0.39078
1.34501,0.778719,0.730792,0.626716,0.052942,0.850304,0.846103,0.884165,0.822731,0.73475,0.492988,0.888842,0.81392,0.762004,0.289306,0.871971,0.224002,0.570997,0.645482,0.04416,0.391236
1.34751,0.776332,0.730568,0.625727,0.053103,0.85051,0.840771,0.880407,0.823616,0.730927,0.492951,0.888652,0.815507,0.761153,0.289706,0.872341,0.224366,0.572142,0.646644,0.044095,0.391727
1.35001,0.773951,0.73043,0.62474,0.053263,0.851102,0.835423,0.87665,0.824502,0.727108,0.492842,0.888456,0.817094,0.760304,0.290106,0.87271,0.224728,0.573285,0.647802,0.04403,0.392216
1.35251,0.772877,0.730198,0.624318,0.053381,0.851427,0.826145,0.873324,0.825706,0.724294,0.492936,0.886967,0.818617,0.76004,0.290255,0.873076,0.224719,0.573952,0.647729,0.044015,0.39223
1.35501,0.771797,0.729936,0.623896,0.053499,0.852137,0.816897,0.87,0.826913,0.721483,0.492946,0.885481,0.82014,0.759777,0.290405,0.873441,0.224715,0.574621,0.647662,0.043999,0.392246
1.35751,0.769092,0.729554,0.623424,0.053559,0.851867,0.815294,0.867143,0.828913,0.719225,0.492864,0.884671,0.821678,0.759866,0.290751,0.873673,0.225713,0.57575,0.649212,0.043694,0.392946
1.36001,0.766386,0.729524,0.622949,0.053619,0.85164,0.813702,0.86429,0.830916,0.716965,0.49298,0.883864,0.823209,0.759951,0.291097,0.873907,0.226711,0.576886,0.650757,0.04339,0.393649
1.36251,0.763623,0.729167,0.621721,0.053728,0.851968,0.814806,0.862193,0.833394,0.714308,0.492995,0.883687,0.823094,0.758975,0.291259,0.874295,0.227491,0.579768,0.651178,0.0433,0.395105
1.36501,0.760855,0.728427,0.620487,0.053837,0.851299,0.815899,0.860096,0.835867,0.711654,0.492967,0.883516,0.822987,0.758002,0.291422,0.874682,0.228271,0.582641,0.651604,0.04321,0.396559
1.36751,0.756873,0.726906,0.617837,0.053776,0.850531,0.81452,0.857764,0.837094,0.70999,0.493077,0.885104,0.825114,0.757681,0.292002,0.875061,0.22924,0.583476,0.653269,0.04313,0.397337
1.37001,0.752882,0.725544,0.615184,0.053717,0.849684,0.813128,0.855434,0.838326,0.708321,0.49317,0.886685,0.827237,0.757355,0.292583,0.875435,0.23021,0.584314,0.654935,0.043051,0.398113
1.37251,0.746861,0.72351,0.611961,0.054079,0.848628,0.808491,0.853459,0.840891,0.705676,0.493023,0.886418,0.828467,0.755864,0.293424,0.874615,0.231159,0.58594,0.656824,0.043331,0.398565
1.37501,0.74083,0.720973,0.608738,0.05444,0.846498,0.803837,0.851483,0.843441,0.703033,0.49308,0.886153,0.829701,0.754376,0.294261,0.8738,0.232106,0.587566,0.658712,0.04361,0.399015
1.37751,0.732392,0.716895,0.605621,0.054733,0.843952,0.795291,0.849525,0.842537,0.700959,0.493178,0.886336,0.831774,0.753912,0.294298,0.874038,0.232493,0.588903,0.660489,0.04367,0.398978
1.38001,0.723818,0.712297,0.602485,0.055026,0.841522,0.786724,0.84757,0.841657,0.698873,0.493118,0.886518,0.833829,0.753445,0.294335,0.874274,0.232887,0.590241,0.66226,0.043729,0.398951
1.38251,0.681586,0.710193,0.594639,0.055398,0.838533,0.772987,0.846352,0.846608,0.693961,0.49323,0.886342,0.831446,0.752369,0.294706,0.873681,0.234837,0.591649,0.6626,0.043459,0.40108
1.38501,0.639221,0.707397,0.586786,0.055767,0.836572,0.759224,0.845139,0.851543,0.689052,0.493097,0.886168,0.829084,0.751293,0.295077,0.873091,0.236781,0.593056,0.662948,0.043191,0.403203
1.38751,0.564238,0.703175,0.577185,0.055561,0.834058,0.739201,0.845093,0.852286,0.68499,0.49297,0.886733,0.832397,0.750054,0.295696,0.873011,0.237045,0.594307,0.66522,0.043496,0.403678
1.39001,0.489672,0.697753,0.56757,0.055357,0.830941,0.719186,0.845042,0.853028,0.680923,0.49279,0.887291,0.835703,0.748814,0.296313,0.872931,0.23731,0.595556,0.667485,0.0438,0.404148
1.39251,0.519636,0.69123,0.554252,0.055817,0.826306,0.701275,0.84381,0.853165,0.675324,0.492611,0.886027,0.837162,0.74744,0.29634,0.872636,0.237831,0.59619,0.668005,0.04371,0.403441
1.39501,0.549577,0.683084,0.540916,0.056277,0.821452,0.683474,0.842566,0.853302,0.669721,0.492269,0.884772,0.838611,0.74607,0.29637,0.872343,0.238351,0.596826,0.668529,0.04362,0.402739
1.39751,0.574241,0.673766,0.522734,0.056611,0.815528,0.692945,0.838299,0.853559,0.662835,0.491744,0.885718,0.837526,0.745657,0.297104,0.872408,0.238703,0.597913,0.670162,0.043555,0.40318
1.40001,0.598787,0.664605,0.504561,0.056945,0.810062,0.702387,0.834029,0.853821,0.655943,0.491303,0.886663,0.836452,0.745243,0.297837,0.87247,0.239058,0.599002,0.671794,0.04349,0.403624
1.40251,0.59412,0.656374,0.488397,0.057113,0.805134,0.704633,0.829164,0.855271,0.64751,0.490607,0.887179,0.838226,0.744692,0.297978,0.871754,0.240167,0.600501,0.673071,0.04351,0.404663
1.40501,0.589442,0.648864,0.472252,0.057282,0.80099,0.706913,0.824288,0.856728,0.639071,0.489705,0.887693,0.840001,0.74414,0.298122,0.871041,0.241278,0.602004,0.674349,0.04353,0.405702
1.40751,0.581942,0.642147,0.460507,0.05762,0.797592,0.717876,0.816554,0.859793,0.629004,0.488817,0.887861,0.842148,0.743036,0.298748,0.871261,0.242852,0.604678,0.675765,0.04356,0.406934
1.41001,0.574476,0.636372,0.448784,0.057957,0.795922,0.728563,0.808818,0.862846,0.618941,0.487735,0.888024,0.844293,0.741934,0.299375,0.871473,0.244422,0.607344,0.677182,0.04359,0.408163
1.41251,0.575515,0.632551,0.442388,0.058306,0.796459,0.670719,0.800633,0.862862,0.609564,0.486485,0.886879,0.845801,0.741478,0.300173,0.86982,0.245149,0.608068,0.678897,0.04356,0.408543
1.41501,0.576575,0.630745,0.436007,0.058655,0.798713,0.613434,0.792438,0.862877,0.600186,0.485227,0.885743,0.847309,0.741014,0.300969,0.868172,0.245879,0.608796,0.680613,0.043531,0.408925
1.41751,0.582958,0.630479,0.433289,0.059163,0.802623,0.694674,0.781792,0.862967,0.590511,0.484056,0.887082,0.848711,0.738786,0.301173,0.867597,0.247262,0.610264,0.682428,0.043696,0.409709
1.42001,0.589347,0.631653,0.430579,0.05967,0.80798,0.775687,0.771143,0.863061,0.580844,0.482624,0.888417,0.850109,0.736563,0.301379,0.867021,0.248642,0.611731,0.684242,0.04386,0.410492
1.42251,0.597059,0.633219,0.429869,0.059975,0.81269,0.801456,0.75973,0.86417,0.57308,0.481476,0.888961,0.850374,0.735458,0.301886,0.86636,0.249371,0.613091,0.685794,0.04385,0.411314
1.42501,0.604771,0.634891,0.429148,0.060279,0.818304,0.827154,0.748338,0.865273,0.56532,0.480311,0.889505,0.850642,0.734351,0.302393,0.865703,0.250103,0.614452,0.687344,0.04384,0.412134
1.42751,0.612847,0.636253,0.425849,0.06051,0.823512,0.835603,0.742199,0.86512,0.55864,0.479201,0.889903,0.851946,0.732939,0.302905,0.866138,0.251337,0.615829,0.688671,0.04385,0.412696
1.43001,0.62092,0.637808,0.422562,0.060742,0.82878,0.84404,0.736044,0.864971,0.551962,0.478177,0.890299,0.853246,0.73153,0.303416,0.866569,0.252571,0.617207,0.689996,0.04386,0.413258
1.43251,0.628334,0.639518,0.422268,0.060915,0.832866,0.849724,0.725791,0.865788,0.545927,0.477482,0.890289,0.853733,0.731047,0.303963,0.865962,0.253904,0.618848,0.691061,0.04384,0.414041
1.43501,0.635739,0.643085,0.422018,0.061088,0.837007,0.855398,0.71551,0.8666,0.539897,0.476724,0.890278,0.854224,0.730562,0.304509,0.865358,0.255235,0.620487,0.692127,0.04382,0.414822
1.43751,0.640837,0.649788,0.432679,0.061379,0.840398,0.858532,0.697981,0.86604,0.534997,0.476158,0.889976,0.855709,0.729728,0.304737,0.865502,0.256081,0.621642,0.693733,0.0438,0.41537
1.44001,0.645934,0.658923,0.443371,0.061669,0.843045,0.86166,0.680447,0.865478,0.530098,0.475668,0.889676,0.857193,0.728891,0.304966,0.865645,0.256931,0.622797,0.695336,0.04378,0.415917
1.44251,0.650729,0.669385,0.461728,0.061916,0.845212,0.863561,0.661279,0.864505,0.525228,0.475423,0.88997,0.858164,0.727184,0.305546,0.865622,0.258666,0.623765,0.696309,0.04385,0.416508
1.44501,0.655514,0.679769,0.480062,0.062163,0.847125,0.865455,0.642183,0.863532,0.52036,0.475291,0.890263,0.859134,0.725481,0.306126,0.865598,0.260398,0.624735,0.697284,0.043919,0.417099
1.44751,0.657985,0.688861,0.492787,0.06242,0.849297,0.865943,0.640988,0.862568,0.515998,0.475328,0.890169,0.859863,0.724886,0.306602,0.865423,0.261286,0.62588,0.698783,0.043709,0.417651
1.45001,0.660448,0.695932,0.505481,0.062676,0.850635,0.866436,0.639855,0.861594,0.511638,0.47549,0.890076,0.86059,0.724286,0.307079,0.865249,0.262175,0.627026,0.700282,0.0435,0.418204
1.45251,0.660583,0.701567,0.51062,0.06294,0.851789,0.868001,0.654407,0.857988,0.507689,0.475634,0.890119,0.860834,0.722139,0.307648,0.865427,0.263373,0.628435,0.701899,0.043575,0.419049
1.45501,0.660719,0.705304,0.515742,0.063203,0.852533,0.869564,0.668946,0.854373,0.503743,0.475766,0.890163,0.861083,0.719997,0.308215,0.865601,0.264573,0.629842,0.703515,0.04365,0.419891
1.45751,0.66116,0.707795,0.516841,0.063552,0.853083,0.870535,0.67987,0.848465,0.500552,0.47603,0.890501,0.862381,0.718707,0.308479,0.864949,0.266073,0.630947,0.704801,0.043625,0.420194
1.46001,0.661598,0.709279,0.517938,0.063901,0.853806,0.871504,0.690769,0.842544,0.497358,0.476146,0.890834,0.863677,0.717416,0.308744,0.8643,0.267573,0.632053,0.706084,0.0436,0.4205
1.46251,0.661397,0.709999,0.518773,0.064138,0.854004,0.8721,0.695137,0.8333,0.493673,0.476175,0.890128,0.864454,0.715779,0.30921,0.864378,0.26899,0.633274,0.706693,0.04363,0.421612
1.46501,0.661219,0.710736,0.519619,0.064376,0.855104,0.872699,0.699501,0.824054,0.48999,0.476219,0.889428,0.865232,0.714141,0.309676,0.864456,0.270405,0.634495,0.707304,0.04366,0.422723
1.46751,0.666668,0.711561,0.523094,0.064612,0.855728,0.873922,0.702879,0.814309,0.487094,0.476211,0.890087,0.866127,0.712495,0.310056,0.864765,0.271072,0.635662,0.708508,0.0437,0.423378
1.47001,0.672116,0.713119,0.526576,0.064847,0.856569,0.875143,0.706251,0.80456,0.4842,0.476124,0.890748,0.867021,0.710849,0.310435,0.865073,0.271744,0.636831,0.709711,0.04374,0.424033
1.47251,0.677234,0.715254,0.531503,0.064965,0.857323,0.875882,0.70785,0.793906,0.481796,0.475977,0.891767,0.867602,0.709468,0.310793,0.865201,0.273587,0.638276,0.71067,0.043775,0.42477
1.47501,0.682359,0.71767,0.536428,0.065084,0.858214,0.876622,0.709445,0.783271,0.479397,0.475905,0.892779,0.868184,0.708088,0.311151,0.865329,0.275427,0.639719,0.711633,0.04381,0.425508
1.47751,0.68899,0.720245,0.540643,0.065264,0.859021,0.877331,0.710246,0.777905,0.478113,0.475755,0.89238,0.869141,0.706828,0.311772,0.865428,0.276573,0.640661,0.713516,0.04374,0.42616
1.48001,0.695612,0.722453,0.544858,0.065445,0.859254,0.87804,0.711036,0.772598,0.476831,0.475624,0.89198,0.870096,0.70557,0.312393,0.865525,0.277719,0.641604,0.715397,0.04367,0.426812
1.48251,0.699846,0.724262,0.549131,0.065727,0.859825,0.87851,0.709292,0.782029,0.475757,0.475417,0.891563,0.87068,0.704604,0.312864,0.865104,0.278934,0.642899,0.71649,0.04367,0.427592
1.48501,0.704077,0.726034,0.553398,0.066008,0.860467,0.878978,0.707532,0.791499,0.474682,0.475248,0.891147,0.871265,0.703635,0.313336,0.864687,0.28015,0.644191,0.717584,0.04367,0.428372
1.48751,0.70758,0.727532,0.556218,0.066149,0.861366,0.878833,0.701702,0.810346,0.473303,0.475127,0.890974,0.872129,0.702245,0.313962,0.865361,0.281512,0.644943,0.718768,0.043615,0.429011
1.49001,0.711083,0.728819,0.559039,0.06629,0.861398,0.878685,0.695899,0.829147,0.471923,0.475,0.890806,0.872993,0.700853,0.314587,0.866033,0.282875,0.645697,0.719953,0.04356,0.429651
1.49251,0.714638,0.730217,0.561936,0.066593,0.862113,0.877652,0.696867,0.836242,0.470269,0.47492,0.892105,0.873908,0.699211,0.315036,0.866173,0.284563,0.646923,0.721347,0.04355,0.430343
1.49501,0.718191,0.731552,0.564831,0.066895,0.862404,0.876628,0.697861,0.843315,0.468615,0.4748,0.893396,0.87482,0.69757,0.315484,0.866313,0.28625,0.648148,0.72274,0.04354,0.431034
1.49751,0.721306,0.732489,0.567356,0.067255,0.862711,0.877599,0.705434,0.844903,0.467021,0.474695,0.89286,0.87489,0.696102,0.315626,0.866464,0.287671,0.649124,0.723852,0.04357,0.431564
1.50001,0.724416,0.733226,0.56988,0.067615,0.862912,0.878571,0.713016,0.846488,0.465425,0.47471,0.892329,0.874962,0.694631,0.315769,0.866613,0.289094,0.6501,0.724962,0.0436,0.432095
1.50251,0.726148,0.733945,0.572419,0.067914,0.863601,0.87978,0.723007,0.847367,0.46347,0.47465,0.892803,0.875413,0.69236,0.316289,0.866102,0.290845,0.651067,0.725779,0.043525,0.432852
1.50501,0.727883,0.734726,0.574956,0.068214,0.864141,0.880985,0.73298,0.848246,0.461512,0.474552,0.893276,0.875865,0.690091,0.316809,0.865596,0.292594,0.652033,0.726596,0.04345,0.433607
1.50751,0.7304,0.735606,0.577013,0.06868,0.864166,0.881144,0.738503,0.849113,0.458958,0.474438,0.893293,0.876314,0.688321,0.317253,0.866152,0.293614,0.65276,0.727513,0.043375,0.434235
1.51001,0.732914,0.736055,0.57907,0.069147,0.864558,0.881305,0.744017,0.849977,0.456405,0.4744,0.893308,0.876762,0.686553,0.317697,0.866707,0.294636,0.653488,0.728429,0.0433,0.434862
1.51251,0.734579,0.736607,0.581211,0.069536,0.864808,0.881921,0.747484,0.850048,0.454218,0.474312,0.892957,0.877091,0.685369,0.318141,0.86707,0.296404,0.654369,0.729059,0.04338,0.435488
1.51501,0.73625,0.73733,0.583349,0.069925,0.86542,0.882536,0.750936,0.850112,0.452029,0.474144,0.892609,0.877421,0.684182,0.318584,0.867431,0.298171,0.65525,0.729691,0.04346,0.436114
1.51751,0.739539,0.737887,0.584892,0.070199,0.865216,0.882782,0.750485,0.84825,0.449335,0.474169,0.892835,0.877925,0.682298,0.318725,0.867201,0.300005,0.65581,0.730844,0.0434,0.436658
1.52001,0.742815,0.738203,0.586436,0.070473,0.865643,0.883028,0.750032,0.846394,0.44664,0.474205,0.893062,0.878427,0.680417,0.318869,0.866974,0.301837,0.656369,0.731994,0.04334,0.437202
1.52251,0.743041,0.738744,0.588254,0.070721,0.865925,0.883245,0.749253,0.84581,0.443591,0.474278,0.893362,0.87868,0.679332,0.3197,0.86778,0.303107,0.656899,0.732497,0.04341,0.438071
