Wavelength,SAPONITE,SMECTITE,NONTRONITE,SERPENTINE,MONTMORILLONITE,KAOLINITE,GYPSUM,JAROSITE,KIESERITE,SZOMOLNOKITE,CALCITE,MAGNESITE,PYROXENE,PLAGIOCLASE,QUARTZ,FAYALITE,FORSTERITE,OLIVINE,HEMATITE,GOETHITE
2.35253,0.496732,0.600518,0.491064,0.204046,0.753438,0.607985,0.60349,0.752307,0.23341,0.375432,0.787565,0.837203,0.731362,0.342232,0.867449,0.428692,0.695071,0.75858,0.045572,0.562065
2.35503,0.493633,0.596828,0.487578,0.203563,0.751932,0.602755,0.600138,0.749882,0.229847,0.373809,0.796875,0.837629,0.731758,0.342493,0.867127,0.428235,0.695265,0.758459,0.045583,0.56135
2.35753,0.491053,0.59301,0.484398,0.202792,0.750782,0.599123,0.595288,0.746755,0.226147,0.372149,0.805519,0.837306,0.732187,0.342616,0.866901,0.427726,0.694853,0.758526,0.04552,0.560142
2.36003,0.488457,0.590166,0.481586,0.202026,0.749416,0.597355,0.59044,0.743619,0.222448,0.370247,0.814148,0.835962,0.732611,0.342738,0.866593,0.427222,0.694446,0.758588,0.045504,0.558937
2.36253,0.484497,0.586686,0.478884,0.201638,0.748296,0.599115,0.58581,0.739733,0.218695,0.368327,0.821619,0.832929,0.732679,0.342786,0.866454,0.427181,0.694447,0.758216,0.045513,0.557895
2.36503,0.480493,0.582787,0.476401,0.201242,0.747337,0.60194,0.581167,0.735825,0.214936,0.366321,0.829059,0.82824,0.732744,0.342834,0.866371,0.427141,0.69445,0.757845,0.045499,0.556854
2.36753,0.472898,0.57897,0.473837,0.200254,0.746616,0.603385,0.575384,0.730118,0.210687,0.364168,0.833976,0.825664,0.732533,0.342944,0.865922,0.42724,0.69461,0.757515,0.045447,0.555836
2.37003,0.465262,0.576408,0.471429,0.199251,0.745738,0.600231,0.569596,0.72442,0.206435,0.361727,0.838867,0.826388,0.732328,0.343056,0.865831,0.42733,0.694767,0.757184,0.04542,0.55481
2.37253,0.454203,0.573744,0.468392,0.197108,0.745223,0.595077,0.563283,0.71945,0.201857,0.359318,0.841663,0.826526,0.732631,0.343341,0.865918,0.426621,0.694584,0.756651,0.045401,0.553157
2.37503,0.443122,0.571183,0.465104,0.194968,0.744583,0.588953,0.556953,0.714462,0.197271,0.356674,0.844451,0.825232,0.732929,0.343621,0.866042,0.42593,0.694401,0.756128,0.045376,0.551498
2.37753,0.43026,0.568348,0.461649,0.193043,0.743938,0.580419,0.549232,0.707949,0.191966,0.353644,0.846619,0.823095,0.732868,0.343548,0.865649,0.426593,0.694253,0.75641,0.045314,0.549345
2.38003,0.417423,0.56534,0.45702,0.191142,0.742787,0.5749,0.541509,0.701423,0.186653,0.350652,0.84877,0.820294,0.732804,0.343478,0.864841,0.427243,0.69411,0.756692,0.045262,0.547188
2.38253,0.406636,0.561914,0.45213,0.191249,0.742187,0.568899,0.533587,0.693701,0.180623,0.347408,0.849589,0.817175,0.732545,0.343705,0.864718,0.426855,0.694379,0.756935,0.045296,0.544783
2.38503,0.395918,0.559076,0.447011,0.19139,0.741043,0.567099,0.525648,0.685959,0.174589,0.344138,0.85041,0.813745,0.732296,0.34393,0.864785,0.426467,0.694645,0.757171,0.045226,0.54238
2.38753,0.390855,0.556077,0.441449,0.194408,0.740243,0.570262,0.516205,0.676634,0.168222,0.340734,0.851447,0.810327,0.732908,0.344006,0.864545,0.426147,0.694622,0.756756,0.04516,0.540229
2.39003,0.385872,0.551907,0.435324,0.197426,0.739423,0.575625,0.506753,0.667302,0.161865,0.337395,0.852468,0.806541,0.733517,0.344086,0.864352,0.425837,0.6946,0.756348,0.045149,0.53807
2.39253,0.387487,0.549025,0.429388,0.200555,0.738681,0.580055,0.496514,0.657229,0.156203,0.334324,0.852124,0.802338,0.733895,0.344418,0.864277,0.42637,0.694627,0.756447,0.045116,0.535326
2.39503,0.389182,0.545066,0.424223,0.203671,0.737655,0.584805,0.486261,0.647155,0.150572,0.331505,0.851778,0.797938,0.734278,0.34475,0.864373,0.426889,0.694657,0.756546,0.04508,0.532573
2.39753,0.397523,0.541995,0.419597,0.205709,0.737048,0.589574,0.474788,0.636942,0.147379,0.329276,0.851245,0.793211,0.735008,0.345037,0.863979,0.426251,0.695022,0.756747,0.04507,0.529101
2.40003,0.405871,0.538814,0.415508,0.207747,0.735959,0.595893,0.463329,0.626763,0.144233,0.327695,0.850724,0.788615,0.735733,0.345323,0.863444,0.425619,0.695381,0.756939,0.045051,0.525639
2.40253,0.414903,0.536006,0.412141,0.209767,0.735445,0.600764,0.453053,0.619372,0.144894,0.326944,0.851157,0.783506,0.735962,0.345522,0.863085,0.425421,0.695308,0.756406,0.04501,0.522941
2.40503,0.423871,0.53479,0.410041,0.211775,0.734585,0.601662,0.442781,0.612009,0.145595,0.326895,0.851576,0.778137,0.736192,0.34572,0.862574,0.425223,0.695238,0.75588,0.04498,0.520246
2.40753,0.427569,0.53338,0.40907,0.212763,0.734074,0.600625,0.432842,0.607022,0.149613,0.327387,0.850851,0.772859,0.736423,0.345831,0.862493,0.42498,0.695372,0.755932,0.044989,0.517865
2.41003,0.431205,0.532344,0.409,0.21374,0.733409,0.599465,0.422939,0.602053,0.15364,0.32826,0.85013,0.767176,0.736656,0.345941,0.862695,0.424742,0.695503,0.755982,0.044941,0.515496
2.41253,0.429717,0.531204,0.40963,0.213751,0.732502,0.599261,0.415911,0.598531,0.158396,0.329385,0.84982,0.761104,0.737028,0.345911,0.862573,0.424936,0.695296,0.755774,0.044916,0.514114
2.41503,0.428195,0.531161,0.410739,0.213775,0.731705,0.596812,0.4089,0.595062,0.163146,0.33044,0.849492,0.754429,0.737394,0.345884,0.862225,0.425132,0.695091,0.75557,0.044914,0.512744
2.41753,0.423902,0.530857,0.412117,0.214966,0.730753,0.594217,0.403357,0.595916,0.167353,0.331384,0.84773,0.747559,0.737267,0.346053,0.861767,0.425543,0.694987,0.755715,0.044944,0.512279
2.42003,0.419604,0.529999,0.413327,0.216153,0.729951,0.592903,0.397837,0.596773,0.171543,0.332181,0.845967,0.740525,0.737146,0.346222,0.86158,0.425953,0.694895,0.755854,0.044905,0.511835
2.42253,0.414929,0.528914,0.414523,0.216985,0.729039,0.588756,0.39424,0.597819,0.174326,0.332662,0.844034,0.732686,0.737447,0.346359,0.861436,0.426181,0.695722,0.755509,0.04491,0.513044
2.42503,0.410268,0.528896,0.415291,0.217816,0.727915,0.584358,0.390655,0.598881,0.177091,0.332858,0.842109,0.724427,0.737747,0.346496,0.861177,0.426403,0.696537,0.755172,0.04488,0.514243
2.42753,0.40686,0.527941,0.415856,0.218588,0.726447,0.580524,0.388063,0.601173,0.178381,0.332889,0.840883,0.715745,0.737997,0.346557,0.860706,0.426122,0.696393,0.755511,0.044904,0.514494
2.43003,0.403461,0.526492,0.416275,0.219365,0.725675,0.575998,0.385472,0.603437,0.17966,0.332678,0.839644,0.706886,0.738245,0.346618,0.860848,0.425847,0.696245,0.755837,0.04486,0.514745
2.43253,0.400916,0.52571,0.41656,0.220568,0.724679,0.570879,0.382944,0.60347,0.180046,0.332169,0.837297,0.697931,0.738359,0.34665,0.860983,0.426134,0.695841,0.755156,0.044885,0.515061
2.43503,0.398362,0.524689,0.416425,0.221765,0.723638,0.56398,0.380423,0.603492,0.18042,0.331605,0.834944,0.688938,0.738476,0.346683,0.860868,0.426421,0.695443,0.754485,0.04489,0.515386
2.43753,0.395109,0.52411,0.41672,0.222431,0.722809,0.556983,0.378415,0.60259,0.179859,0.330835,0.832037,0.680337,0.738775,0.346798,0.860465,0.426788,0.695545,0.754624,0.044858,0.516349
2.44003,0.39186,0.52321,0.416817,0.223094,0.721719,0.549223,0.376417,0.601657,0.179293,0.329893,0.829136,0.672009,0.739068,0.346915,0.860239,0.427139,0.695641,0.754765,0.044862,0.517302
2.44253,0.388873,0.522481,0.416697,0.223452,0.720739,0.545768,0.375249,0.598168,0.178417,0.328967,0.82681,0.663858,0.738854,0.347142,0.859811,0.426226,0.695257,0.755038,0.044849,0.517483
2.44503,0.385892,0.521719,0.416667,0.223807,0.719753,0.542342,0.374089,0.594649,0.177536,0.32787,0.824476,0.656476,0.738645,0.34737,0.859317,0.425327,0.694878,0.755308,0.044848,0.517668
2.44753,0.383468,0.520609,0.416333,0.22385,0.718975,0.538508,0.373588,0.588753,0.176298,0.326784,0.821563,0.649606,0.738808,0.347655,0.859475,0.425592,0.694942,0.755409,0.044816,0.518273
2.45003,0.381026,0.520033,0.416052,0.223895,0.718191,0.536271,0.37308,0.582832,0.175058,0.325485,0.818644,0.643212,0.738968,0.347937,0.859366,0.425848,0.695009,0.755507,0.044761,0.518882
2.45253,0.377155,0.519896,0.415862,0.224037,0.71781,0.534455,0.371991,0.57491,0.173677,0.324161,0.815121,0.637604,0.738895,0.347915,0.858837,0.425332,0.69527,0.755369,0.044822,0.519876
2.45503,0.373282,0.519235,0.415328,0.224179,0.717602,0.531038,0.370889,0.567004,0.172306,0.322795,0.811591,0.632673,0.738822,0.347896,0.858521,0.424809,0.695524,0.755227,0.044794,0.520859
2.45753,0.369304,0.51841,0.414411,0.224287,0.717212,0.528918,0.368635,0.560517,0.171511,0.321331,0.807426,0.628465,0.738804,0.348067,0.858428,0.423636,0.695255,0.754777,0.044784,0.520883
2.46003,0.365338,0.517842,0.413709,0.224392,0.716919,0.527433,0.36638,0.55408,0.170229,0.31979,0.803254,0.625016,0.738786,0.348236,0.858094,0.422485,0.694989,0.754334,0.04476,0.520906
2.46253,0.362402,0.517019,0.412766,0.224322,0.71675,0.52609,0.364062,0.551801,0.169121,0.318191,0.798536,0.622342,0.738766,0.348286,0.857761,0.423082,0.694935,0.754502,0.044738,0.520807
2.46503,0.359489,0.516317,0.411936,0.224255,0.71658,0.526695,0.361732,0.549556,0.167932,0.316583,0.793803,0.620171,0.73875,0.348339,0.857779,0.423664,0.69488,0.754667,0.044761,0.520706
2.46753,0.358527,0.515007,0.410654,0.224424,0.71657,0.524074,0.358512,0.550166,0.167139,0.314859,0.78796,0.617842,0.738984,0.348568,0.85769,0.422986,0.694737,0.754544,0.044729,0.520331
2.47003,0.357589,0.514552,0.408762,0.224597,0.716607,0.523765,0.355291,0.550823,0.165618,0.313029,0.782124,0.615307,0.73922,0.348789,0.857319,0.422325,0.694593,0.754428,0.044756,0.519948
2.47253,0.358569,0.51368,0.407128,0.22519,0.717003,0.521838,0.351969,0.555287,0.163834,0.311237,0.7768,0.61275,0.739544,0.348405,0.856832,0.422981,0.694339,0.754966,0.044764,0.518877
2.47503,0.359533,0.51232,0.405359,0.225774,0.717459,0.519435,0.348658,0.559732,0.162824,0.309291,0.771475,0.609979,0.739861,0.34803,0.856466,0.423627,0.694103,0.755503,0.04473,0.517827
2.47753,0.359171,0.511275,0.402798,0.225678,0.717848,0.517053,0.346215,0.562467,0.161292,0.307396,0.766088,0.607242,0.739537,0.348413,0.856345,0.423347,0.695251,0.755955,0.04475,0.518592
2.48003,0.358801,0.510015,0.40004,0.225587,0.718092,0.513801,0.343796,0.565188,0.159569,0.305334,0.76072,0.604125,0.739219,0.348792,0.85592,0.42307,0.696375,0.756398,0.044753,0.519339
2.48253,0.357816,0.508282,0.396957,0.225814,0.718108,0.510571,0.343305,0.56666,0.157419,0.303289,0.756918,0.60087,0.739491,0.348792,0.855387,0.423073,0.695568,0.756049,0.044714,0.518653
2.48503,0.356821,0.506389,0.393857,0.22604,0.71842,0.503581,0.342822,0.568115,0.156101,0.301243,0.753132,0.597474,0.739883,0.348792,0.855102,0.42307,0.694771,0.755707,0.044711,0.517971
2.48753,0.355109,0.505013,0.390751,0.226173,0.718595,0.497169,0.342964,0.568221,0.154097,0.299194,0.750713,0.593711,0.739767,0.348726,0.854749,0.422691,0.694802,0.755874,0.04474,0.51755
2.49003,0.353392,0.502512,0.387223,0.226304,0.718485,0.494932,0.343115,0.5683,0.152623,0.297081,0.748297,0.589938,0.739478,0.348663,0.85453,0.422311,0.694827,0.756038,0.04474,0.517118
2.49253,0.351192,0.500919,0.384412,0.226337,0.718239,0.493417,0.34393,0.56626,0.151116,0.295046,0.746157,0.585883,0.739507,0.348863,0.854074,0.421827,0.694427,0.755916,0.044747,0.515799
2.49503,0.348998,0.499498,0.381979,0.226369,0.717776,0.49307,0.34475,0.564193,0.149712,0.292975,0.744015,0.581435,0.73987,0.349065,0.85352,0.421353,0.694034,0.755793,0.044728,0.514493
2.49753,0.347199,0.497871,0.380046,0.226393,0.717418,0.493238,0.34594,0.559984,0.147936,0.290855,0.741683,0.577781,0.740186,0.349391,0.853349,0.421768,0.694301,0.755569,0.044722,0.514286
2.50003,0.345408,0.496963,0.378366,0.226411,0.716557,0.492696,0.347134,0.555717,0.146395,0.28885,0.739367,0.574874,0.739922,0.349708,0.853074,0.422174,0.694555,0.755342,0.044673,0.51409
2.50253,0.34425,0.496599,0.377111,0.226075,0.716041,0.491446,0.348642,0.546619,0.145101,0.286964,0.738391,0.573305,0.739639,0.349263,0.852918,0.421965,0.693819,0.754951,0.044669,0.514485
2.50503,0.343081,0.495584,0.376721,0.225702,0.715358,0.491636,0.350152,0.537489,0.143438,0.285109,0.737403,0.573676,0.739798,0.349552,0.852766,0.421962,0.69309,0.754566,0.044665,0.515555
2.50753,0.341,0.495389,0.376494,0.224984,0.714815,0.488379,0.351888,0.52569,0.142425,0.283329,0.735421,0.575899,0.739855,0.349957,0.852571,0.421852,0.692921,0.754744,0.04467,0.514524
2.51003,0.338917,0.495329,0.376251,0.224747,0.713977,0.485821,0.353619,0.513898,0.140879,0.281592,0.733425,0.579784,0.739752,0.350216,0.852522,0.421601,0.692749,0.75492,0.04469,0.51335
2.51253,0.336736,0.495061,0.376356,0.225075,0.713077,0.484119,0.354888,0.502754,0.139965,0.279877,0.730273,0.585509,0.739765,0.349861,0.852363,0.421171,0.692372,0.754893,0.044673,0.514282
2.51503,0.33456,0.494725,0.376192,0.224964,0.71223,0.484191,0.356173,0.491705,0.139587,0.278307,0.727092,0.592959,0.739674,0.349455,0.852165,0.421107,0.691994,0.754869,0.04464,0.514724
2.51753,0.332694,0.49465,0.375916,0.225085,0.711386,0.482607,0.358837,0.488477,0.138531,0.276743,0.721437,0.602298,0.739715,0.349671,0.851967,0.421295,0.691546,0.755118,0.044645,0.516232
2.52003,0.330846,0.494239,0.37577,0.224434,0.710467,0.480306,0.361477,0.485367,0.137128,0.275305,0.715759,0.613601,0.739666,0.349777,0.851837,0.421034,0.691113,0.755367,0.044594,0.516775
2.52253,0.330398,0.49401,0.375222,0.22455,0.70995,0.479751,0.362158,0.491837,0.136745,0.273812,0.708105,0.626968,0.739712,0.350749,0.851736,0.420517,0.691822,0.755525,0.044599,0.516594
2.52503,0.329944,0.493448,0.374719,0.224452,0.708973,0.479285,0.362843,0.498269,0.135991,0.272437,0.700452,0.642687,0.740055,0.350191,0.851595,0.420284,0.692519,0.755676,0.044591,0.516924
2.52753,0.328979,0.492332,0.373914,0.224592,0.70811,0.476574,0.363883,0.50137,0.135539,0.271072,0.692836,0.660772,0.740161,0.349975,0.851276,0.4199,0.692177,0.755183,0.044571,0.516345
2.53003,0.328008,0.491307,0.373133,0.224758,0.707348,0.475506,0.364907,0.505753,0.134496,0.269817,0.685278,0.68088,0.73988,0.350053,0.851048,0.419503,0.691839,0.754687,0.04458,0.51875
2.53253,0.326583,0.490832,0.372154,0.225408,0.706847,0.473273,0.364635,0.506403,0.133784,0.268574,0.682544,0.702276,0.739785,0.350569,0.85091,0.419205,0.691634,0.753981,0.044579,0.521539
2.53503,0.325157,0.489717,0.371123,0.225554,0.705821,0.471394,0.364366,0.508644,0.133924,0.267379,0.679883,0.723594,0.740067,0.3495,0.850734,0.419365,0.691644,0.753294,0.04453,0.522597
2.53753,0.323569,0.488597,0.369974,0.225787,0.705049,0.470939,0.364403,0.509802,0.133333,0.266185,0.683298,0.743403,0.740154,0.34969,0.850502,0.418997,0.691297,0.754091,0.044559,0.52214
2.54003,0.321994,0.487719,0.368791,0.225904,0.70406,0.469211,0.364436,0.511231,0.133282,0.264975,0.686804,0.760402,0.740281,0.350095,0.85026,0.418918,0.691784,0.754876,0.04448,0.523808
2.54253,0.321493,0.486295,0.367782,0.225756,0.703563,0.466845,0.364222,0.512017,0.132944,0.263841,0.697822,0.77389,0.740356,0.349894,0.850052,0.418639,0.692005,0.754636,0.0445,0.522398
2.54503,0.320971,0.485159,0.366644,0.226011,0.70268,0.463479,0.36399,0.5135,0.131919,0.2627,0.708882,0.784201,0.740134,0.350015,0.850079,0.418332,0.692234,0.754389,0.044499,0.524572
2.54753,0.318742,0.483747,0.365885,0.226237,0.702211,0.463039,0.362209,0.514269,0.131507,0.261561,0.723475,0.791749,0.739856,0.349706,0.850093,0.41843,0.692373,0.753588,0.044461,0.524194
2.55003,0.316532,0.482609,0.364728,0.22617,0.701238,0.463241,0.360451,0.514402,0.131277,0.260441,0.738075,0.797094,0.739552,0.348594,0.849698,0.418376,0.692658,0.752807,0.04447,0.527633
2.55253,0.315844,0.480975,0.363663,0.22665,0.700788,0.463236,0.360517,0.514522,0.130775,0.259346,0.753225,0.80144,0.739537,0.349132,0.849182,0.417885,0.692424,0.753725,0.04448,0.528642
2.55503,0.314309,0.479738,0.362942,0.226467,0.69925,0.461713,0.361213,0.515752,0.130448,0.258201,0.768308,0.80574,0.739631,0.349766,0.849008,0.417665,0.6929,0.754628,0.044419,0.528099
2.55753,0.312761,0.477915,0.362363,0.226543,0.698859,0.461626,0.35965,0.514564,0.130062,0.257088,0.777835,0.810326,0.73923,0.349197,0.849382,0.417303,0.693043,0.754319,0.04439,0.530172
2.56003,0.312088,0.477143,0.360862,0.226578,0.698341,0.460628,0.357591,0.512798,0.129549,0.256038,0.787387,0.814754,0.738835,0.349654,0.849377,0.417282,0.693494,0.75444,0.044428,0.530305
2.56254,0.311933,0.475843,0.358828,0.226544,0.698079,0.458666,0.356125,0.510879,0.128668,0.254959,0.799034,0.81832,0.738784,0.350086,0.848328,0.416687,0.692749,0.755303,0.044479,0.531497
2.56504,0.31142,0.473154,0.357563,0.226317,0.696321,0.455129,0.35687,0.512194,0.127894,0.25386,0.8105,0.82122,0.73888,0.349818,0.847573,0.416706,0.694007,0.755914,0.044373,0.530697
2.56754,0.311113,0.471144,0.356847,0.226524,0.69502,0.452569,0.356945,0.510474,0.127108,0.252858,0.813687,0.823769,0.73919,0.349151,0.847882,0.416561,0.695204,0.755311,0.044274,0.533698
2.57004,0.310737,0.47002,0.354924,0.225972,0.695602,0.451368,0.353764,0.506348,0.127361,0.251834,0.816868,0.825543,0.739299,0.34892,0.848242,0.416309,0.694056,0.754545,0.04436,0.53001
2.57254,0.310526,0.467418,0.352822,0.226481,0.6935,0.447154,0.353415,0.504476,0.125913,0.250774,0.819605,0.826741,0.739063,0.348342,0.848122,0.416348,0.695484,0.754678,0.044264,0.531755
2.57504,0.310694,0.465904,0.350576,0.225868,0.693141,0.444596,0.353238,0.500758,0.125298,0.249636,0.822326,0.827805,0.738681,0.348806,0.847864,0.416184,0.695266,0.754956,0.044294,0.531652
2.57754,0.310461,0.463568,0.349254,0.225443,0.692406,0.443286,0.353025,0.495455,0.124373,0.24862,0.824034,0.828682,0.738146,0.34906,0.847658,0.416158,0.696101,0.754881,0.044244,0.532556
2.58004,0.310401,0.46134,0.347667,0.226105,0.691044,0.441368,0.351584,0.491771,0.123373,0.247603,0.825763,0.829421,0.738034,0.348695,0.847515,0.41615,0.697224,0.754515,0.044181,0.532883
2.58254,0.31045,0.459521,0.345564,0.225923,0.690953,0.44101,0.351664,0.487492,0.122437,0.246687,0.828851,0.829899,0.738057,0.348697,0.847229,0.41568,0.696902,0.754309,0.044221,0.532146
2.58504,0.310545,0.457626,0.343031,0.225743,0.689717,0.439827,0.350884,0.483301,0.121486,0.245612,0.831914,0.829881,0.737742,0.347764,0.846747,0.415412,0.697377,0.754726,0.044212,0.534111
2.58754,0.310573,0.455143,0.341568,0.225824,0.687948,0.439126,0.351765,0.477518,0.120647,0.244573,0.833393,0.829772,0.737608,0.347871,0.846387,0.415534,0.6993,0.754792,0.044085,0.532311
2.59004,0.310544,0.453011,0.339752,0.225665,0.686477,0.438465,0.351986,0.474011,0.119648,0.243495,0.834951,0.829804,0.737688,0.348061,0.846427,0.415291,0.699805,0.754276,0.044065,0.532687
2.59254,0.310691,0.450609,0.338145,0.225003,0.685703,0.438004,0.351346,0.467835,0.118656,0.242555,0.841333,0.829746,0.737809,0.348954,0.846266,0.414906,0.700318,0.753907,0.043994,0.53374
2.59504,0.3109,0.4504,0.335279,0.224921,0.687558,0.439034,0.349624,0.460896,0.118259,0.241522,0.847612,0.828924,0.737256,0.348353,0.844725,0.414101,0.6978,0.754956,0.044201,0.528689
2.59754,0.310692,0.445568,0.332003,0.224639,0.680156,0.428821,0.351569,0.459897,0.115471,0.240222,0.847559,0.828232,0.736442,0.347666,0.843986,0.414977,0.703168,0.756409,0.043925,0.534514
2.60004,0.310391,0.443773,0.332058,0.224502,0.680583,0.431554,0.347998,0.453236,0.115487,0.239254,0.847536,0.828785,0.737175,0.348634,0.846047,0.414657,0.703242,0.753917,0.043806,0.531446
2.60254,0.310112,0.442067,0.330166,0.224036,0.680308,0.430611,0.348672,0.446044,0.114561,0.23816,0.849429,0.828597,0.737408,0.348003,0.846006,0.414399,0.70275,0.752207,0.043869,0.530822
2.60504,0.309813,0.43975,0.327198,0.223058,0.67941,0.428512,0.348379,0.439412,0.113621,0.2371,0.851304,0.827612,0.736831,0.347298,0.8443,0.414111,0.702349,0.75286,0.04383,0.528487
2.60754,0.309397,0.436696,0.323881,0.222744,0.675873,0.423141,0.346855,0.436781,0.112214,0.235967,0.852057,0.826649,0.736658,0.347492,0.843776,0.414007,0.704889,0.753795,0.043774,0.530222
2.61004,0.30951,0.433768,0.32215,0.222326,0.674262,0.421765,0.346698,0.432001,0.111466,0.235002,0.852744,0.826421,0.737252,0.348027,0.844438,0.413749,0.705688,0.75349,0.04366,0.530227
2.61254,0.309193,0.431435,0.319908,0.221788,0.672814,0.419724,0.345711,0.429746,0.110476,0.23411,0.849392,0.826134,0.737363,0.348059,0.844627,0.413646,0.706102,0.752776,0.043604,0.530539
2.61504,0.308585,0.429024,0.317304,0.220977,0.671395,0.418282,0.34475,0.427843,0.109753,0.23343,0.846199,0.825306,0.736791,0.348618,0.844341,0.41337,0.706822,0.752578,0.04357,0.530799
2.61754,0.308163,0.426784,0.314049,0.220617,0.670489,0.416436,0.344211,0.426884,0.108669,0.232807,0.852834,0.82427,0.73618,0.34769,0.843239,0.412648,0.706881,0.752753,0.043625,0.529961
2.62004,0.307208,0.423336,0.311079,0.219952,0.667445,0.412261,0.344201,0.42746,0.107246,0.232333,0.859274,0.823179,0.736074,0.348187,0.842305,0.413179,0.708491,0.752565,0.043447,0.529386
2.62254,0.306137,0.420352,0.308485,0.219159,0.664803,0.408207,0.342921,0.428089,0.106196,0.23188,0.853671,0.822336,0.736203,0.348593,0.842357,0.412825,0.709595,0.751758,0.043381,0.530299
2.62504,0.30526,0.417418,0.306362,0.218711,0.663201,0.406276,0.34224,0.426954,0.105671,0.231665,0.848199,0.821578,0.736329,0.348315,0.842585,0.412565,0.710181,0.750744,0.043244,0.528852
2.62754,0.304257,0.415337,0.303161,0.217177,0.662674,0.403248,0.340229,0.427329,0.105495,0.231585,0.850753,0.820267,0.736005,0.347633,0.841994,0.412156,0.709243,0.750679,0.043386,0.525252
2.63004,0.30308,0.411997,0.29983,0.216857,0.659465,0.397643,0.341487,0.428544,0.104283,0.231673,0.853267,0.818522,0.735423,0.347605,0.840934,0.412194,0.71076,0.751397,0.043214,0.523203
2.63254,0.301617,0.407903,0.296334,0.215598,0.656014,0.389873,0.341732,0.433827,0.103148,0.2317,0.853318,0.817061,0.735297,0.34845,0.840441,0.412008,0.713099,0.751644,0.043126,0.524137
2.63504,0.300194,0.404416,0.293624,0.21488,0.653869,0.384945,0.338015,0.437293,0.1026,0.231835,0.85335,0.815786,0.735609,0.348577,0.840715,0.411504,0.712881,0.750915,0.042986,0.522217
2.63754,0.298553,0.400826,0.290923,0.214418,0.651302,0.3785,0.336958,0.441186,0.102291,0.232056,0.853407,0.814,0.735774,0.347773,0.840963,0.411481,0.713722,0.749655,0.0429,0.521021
2.64004,0.296538,0.397767,0.287493,0.213677,0.648958,0.372091,0.33733,0.446486,0.101602,0.232173,0.85358,0.811918,0.735706,0.348034,0.840619,0.410961,0.714046,0.74889,0.042846,0.51989
2.64254,0.294271,0.393954,0.283784,0.212574,0.64643,0.365188,0.334577,0.451086,0.100985,0.232251,0.853383,0.809672,0.735401,0.347813,0.839746,0.410679,0.71415,0.748559,0.042771,0.519341
2.64504,0.292135,0.390206,0.279844,0.2116,0.643542,0.357841,0.330906,0.45771,0.100435,0.23221,0.85301,0.806561,0.734837,0.347509,0.838439,0.41048,0.714971,0.748828,0.042651,0.516571
2.64754,0.289307,0.386209,0.275692,0.210452,0.640408,0.349804,0.32916,0.461304,0.100268,0.232091,0.852625,0.803285,0.734249,0.34775,0.837626,0.410186,0.715977,0.748944,0.042627,0.515107
2.65004,0.286341,0.382231,0.271989,0.210261,0.637127,0.342263,0.327046,0.46425,0.100197,0.231883,0.852495,0.799685,0.734187,0.348759,0.837096,0.409601,0.716601,0.748307,0.042483,0.513902
2.65254,0.282933,0.378487,0.267799,0.209711,0.634525,0.33551,0.325315,0.467571,0.100085,0.231547,0.852036,0.79559,0.733888,0.347781,0.837686,0.40908,0.716341,0.748016,0.042418,0.5103
2.65504,0.279045,0.373581,0.262888,0.208757,0.629889,0.326334,0.321153,0.472393,0.099628,0.231102,0.851058,0.791363,0.733032,0.34729,0.83596,0.409207,0.717121,0.748169,0.042275,0.509124
2.65754,0.274515,0.368329,0.258353,0.208025,0.625745,0.317689,0.318543,0.475652,0.099367,0.230466,0.850009,0.786922,0.732808,0.347248,0.83474,0.408751,0.717947,0.747745,0.042164,0.507583
2.66004,0.269144,0.363501,0.25376,0.207109,0.621856,0.30884,0.315065,0.477769,0.099249,0.229694,0.849158,0.782111,0.732453,0.347503,0.83421,0.408422,0.718083,0.74713,0.042064,0.503911
2.66254,0.262263,0.357888,0.248524,0.206593,0.615974,0.297138,0.3109,0.480728,0.098888,0.228752,0.848433,0.777142,0.731613,0.347969,0.833686,0.40816,0.719834,0.746681,0.041924,0.503922
2.66504,0.253739,0.352331,0.243362,0.205767,0.611984,0.286669,0.306955,0.48097,0.098923,0.227826,0.847314,0.771912,0.730231,0.347052,0.833019,0.407084,0.718301,0.746776,0.04185,0.498559
2.66754,0.243175,0.345679,0.236701,0.20436,0.603412,0.271782,0.304205,0.484755,0.098192,0.226688,0.845638,0.7663,0.728381,0.346808,0.83168,0.406888,0.719336,0.747483,0.041742,0.497056
2.67004,0.230756,0.338256,0.230046,0.203382,0.593173,0.257967,0.299937,0.486316,0.097641,0.225449,0.844128,0.760797,0.726725,0.347344,0.829274,0.406458,0.71994,0.747902,0.041379,0.493431
2.67254,0.216488,0.328297,0.221802,0.202322,0.577799,0.241661,0.295755,0.491274,0.096879,0.223821,0.843092,0.755529,0.725352,0.346946,0.826849,0.40578,0.721499,0.747311,0.041008,0.493619
2.67504,0.200778,0.318236,0.215625,0.201521,0.563204,0.228504,0.293111,0.492866,0.096865,0.222339,0.842138,0.75044,0.724515,0.347594,0.822731,0.404316,0.7213,0.74524,0.040459,0.490523
2.67754,0.183945,0.30876,0.208547,0.19994,0.550854,0.214259,0.290037,0.494915,0.09579,0.220603,0.840693,0.744752,0.722212,0.346626,0.820673,0.402849,0.719841,0.743964,0.040332,0.485563
