Wavelength,1,2,3,4,5,6,7,8,9,10
2.65495,0.123785,0.116078,0.130468,0.149707,0.118721,0.12836,0.133561,0.130285,0.128765,0.12922
2.66155,0.122854,0.114439,0.130083,0.148031,0.117231,0.126577,0.132004,0.128588,0.127304,0.128075
2.66816,0.129385,0.122502,0.138536,0.15837,0.122745,0.131854,0.138746,0.134755,0.134204,0.134826
2.67476,0.146436,0.139022,0.162313,0.183757,0.140213,0.148571,0.157375,0.153721,0.152731,0.155582
2.68137,0.146932,0.140401,0.159013,0.181476,0.137957,0.145498,0.15421,0.150772,0.149656,0.152877
2.68798,,,,,,,,,,
2.76068,,,,,,,,,,
2.76729,,,,,,,,,,
2.7739,,,,,,,,,,
2.78052,,,,,,,,,,
2.78713,,,,,,,,,,
2.79374,,,,,,,,,,
2.80035,,,,,,,,,,
2.80697,,,,,,,,,,
2.81358,,,,,,,,,,
2.8202,,,,,,,,,,
2.82681,,,,,,,,,,
2.83343,,,,,,,,,,
2.84004,,,,,,,,,,
2.84666,,,,,,,,,,
2.85328,,,,,,,,,,
2.85989,,,,,,,,,,
2.86651,,,,,,,,,,
2.87313,,,,,,,,,,
2.87975,,,,,,,,,,
2.88636,,,,,,,,,,
2.89298,,,,,,,,,,
2.8996,,,,,,,,,,
2.90622,,,,,,,,,,
2.91284,,,,,,,,,,
2.91946,,,,,,,,,,
2.92608,,,,,,,,,,
2.9327,,,,,,,,,,
2.93932,,,,,,,,,,
2.94595,,,,,,,,,,
2.95257,,,,,,,,,,
2.95919,,,,,,,,,,
2.96581,,,,,,,,,,
2.97244,,,,,,,,,,
2.97906,,,,,,,,,,
2.98568,,,,,,,,,,
2.99231,,,,,,,,,,
2.99893,,,,,,,,,,
3.00556,,,,,,,,,,
3.01218,,,,,,,,,,
3.01881,,,,,,,,,,
3.02544,,,,,,,,,,
3.03206,,,,,,,,,,
3.03869,,,,,,,,,,
3.04532,,,,,,,,,,
3.05195,,,,,,,,,,
3.05857,,,,,,,,,,
3.0652,,,,,,,,,,
3.07183,,,,,,,,,,
3.07846,,,,,,,,,,
3.08509,,,,,,,,,,
3.09172,,,,,,,,,,
3.09835,,,,,,,,,,
3.10498,,,,,,,,,,
3.11161,,,,,,,,,,
3.11825,,,,,,,,,,
3.12488,,,,,,,,,,
3.13151,,,,,,,,,,
3.13814,,,,,,,,,,
3.14478,,,,,,,,,,
3.15141,,,,,,,,,,
3.15804,,,,,,,,,,
3.16468,,,,,,,,,,
3.17131,,,,,,,,,,
3.17795,,,,,,,,,,
3.18458,,,,,,,,,,
3.19122,,,,,,,,,,
3.19785,,,,,,,,,,
3.20449,,,,,,,,,,
3.21113,,,,,,,,,,
3.21776,,,,,,,,,,
3.2244,,,,,,,,,,
3.23104,,,,,,,,,,
3.23768,,,,,,,,,,
3.24432,,,,,,,,,,
3.25096,,,,,,,,,,
3.2576,,,,,,,,,,
3.26424,,,,,,,,,,
3.27088,,,,,,,,,,
3.27752,,,,,,,,,,
3.28416,,,,,,,,,,
3.2908,,,,,,,,,,
3.29744,,,,,,,,,,
3.30408,,,,,,,,,,
3.31073,,,,,,,,,,
3.31737,,,,,,,,,,
3.32401,,,,,,,,,,
3.33066,,,,,,,,,,
3.3373,,,,,,,,,,
3.34395,,,,,,,,,,
3.35059,,,,,,,,,,
3.35724,,,,,,,,,,
3.36388,,,,,,,,,,
3.37053,,,,,,,,,,
3.37717,,,,,,,,,,
3.38382,,,,,,,,,,
3.39047,,,,,,,,,,
3.39712,,,,,,,,,,
3.40376,0.100644,0.100313,0.094615,0.1007,0.102656,0.099633,0.093903,0.095024,0.119542,0.106234
3.41041,0.101898,0.101765,0.096385,0.10276,0.104448,0.101078,0.095667,0.097402,0.1218,0.108047
3.41706,0.102555,0.10284,0.097888,0.104662,0.106253,0.102543,0.097253,0.099219,0.123761,0.109627
3.42371,0.103659,0.104392,0.099679,0.106861,0.108714,0.104633,0.098908,0.101029,0.126015,0.111419
3.43036,0.105595,0.106805,0.101556,0.109378,0.111352,0.106737,0.10045,0.102893,0.12824,0.113595
3.43701,0.107899,0.108873,0.103277,0.111281,0.113153,0.10823,0.101965,0.104092,0.130003,0.115488
3.44366,0.10985,0.110387,0.104683,0.112186,0.114337,0.109431,0.103429,0.105089,0.131735,0.117008
3.45031,0.11146,0.112181,0.106462,0.113481,0.116059,0.111355,0.104905,0.106404,0.134049,0.118996
3.45696,0.113294,0.114456,0.108552,0.115925,0.118694,0.113855,0.106324,0.108245,0.136764,0.121199
3.46361,0.114754,0.116754,0.110382,0.1183,0.121048,0.115814,0.107775,0.110318,0.138839,0.122984
3.47026,0.116402,0.118881,0.112329,0.120132,0.123011,0.117388,0.109407,0.112399,0.141041,0.124465
3.47692,0.118444,0.120703,0.114751,0.122441,0.125251,0.119539,0.111403,0.114145,0.143838,0.126013
3.48357,0.12044,0.121981,0.116911,0.124904,0.127517,0.121775,0.113509,0.116112,0.146387,0.127835
3.49022,0.122355,0.123495,0.1186,0.126973,0.129215,0.12371,0.115707,0.11781,0.148413,0.12981
3.49687,0.124596,0.125614,0.120479,0.128848,0.131125,0.126203,0.117946,0.119498,0.150912,0.132475
3.50353,0.127462,0.128665,0.122933,0.13139,0.133839,0.12929,0.120533,0.121769,0.154489,0.135657
3.51018,0.130358,0.131375,0.12559,0.134136,0.136913,0.131974,0.123103,0.124131,0.157997,0.138247
3.51684,0.132868,0.133678,0.128054,0.136862,0.139853,0.134752,0.125797,0.127109,0.161366,0.140726
3.52349,0.136262,0.136196,0.131185,0.13964,0.143392,0.138598,0.128929,0.131425,0.165648,0.144201
3.53015,0.140182,0.140038,0.135341,0.142509,0.147162,0.142489,0.132183,0.136174,0.170292,0.148473
3.5368,0.142965,0.143957,0.138719,0.144921,0.150269,0.145286,0.13448,0.139022,0.173358,0.151614
3.54346,0.144284,0.147257,0.141313,0.14768,0.153039,0.147728,0.136171,0.140493,0.175485,0.153677
3.55011,0.145714,0.150608,0.144539,0.151936,0.15624,0.150616,0.138662,0.143041,0.178739,0.156534
3.55677,0.148415,0.154019,0.148733,0.156755,0.159898,0.153427,0.142238,0.147275,0.183126,0.160273
3.56343,0.150271,0.156584,0.151872,0.159945,0.162711,0.155078,0.145169,0.150036,0.186225,0.163154
3.57008,0.152084,0.158915,0.153571,0.161893,0.164725,0.156403,0.147008,0.151608,0.188642,0.165031
3.57674,0.154373,0.162134,0.156121,0.16428,0.167141,0.158777,0.149367,0.153508,0.192326,0.16716
3.5834,0.157259,0.165578,0.159736,0.167463,0.170125,0.162051,0.15237,0.156357,0.196698,0.169314
3.59006,0.159461,0.167218,0.162438,0.169916,0.172534,0.164344,0.154276,0.158217,0.199318,0.171227
3.59672,0.160531,0.168032,0.164161,0.172174,0.174729,0.16622,0.155686,0.159451,0.201212,0.173456
3.60338,0.162951,0.170271,0.165888,0.17476,0.177505,0.168922,0.157915,0.161675,0.204326,0.176098
3.61004,0.166071,0.173144,0.167309,0.177284,0.180412,0.171408,0.160491,0.164539,0.207816,0.178212
3.6167,0.167654,0.175029,0.168297,0.178577,0.181618,0.172735,0.1617,0.16635,0.20989,0.179188
3.62336,0.168085,0.176647,0.16942,0.179674,0.182599,0.173371,0.162097,0.167804,0.211534,0.180553
3.63002,0.169634,0.17931,0.172003,0.182068,0.185387,0.176032,0.16379,0.170191,0.215238,0.183627
3.63668,0.172937,0.182844,0.17565,0.185411,0.189083,0.179467,0.166358,0.173241,0.220489,0.187554
3.64334,0.175894,0.185546,0.178259,0.187426,0.192003,0.181573,0.168199,0.174713,0.223776,0.190099
3.65,0.177534,0.187225,0.179651,0.187988,0.193831,0.182493,0.169439,0.174979,0.225265,0.191327
3.65667,0.17918,0.189449,0.181408,0.189364,0.196908,0.184025,0.17125,0.176253,0.228279,0.193626
3.66333,0.181308,0.192142,0.184556,0.192666,0.200928,0.18721,0.173517,0.179057,0.232706,0.196503
3.66999,0.182573,0.193904,0.18672,0.194569,0.203121,0.190131,0.174637,0.181112,0.235377,0.197931
3.67665,0.18325,0.195084,0.188027,0.194751,0.20389,0.192201,0.175295,0.182805,0.236239,0.19857
3.68332,0.185717,0.198176,0.190609,0.196885,0.206472,0.194897,0.177279,0.185538,0.238875,0.201088
3.68998,0.189666,0.202947,0.194458,0.200864,0.211125,0.19821,0.180466,0.189594,0.244487,0.205458
3.69665,0.191522,0.205749,0.196846,0.203151,0.214407,0.200032,0.182181,0.192968,0.249443,0.208273
3.70331,0.191229,0.206445,0.19691,0.202874,0.215073,0.200084,0.182377,0.193771,0.251325,0.209227
3.70998,0.191829,0.208442,0.197524,0.203137,0.216223,0.201394,0.183059,0.194458,0.253558,0.210569
3.71664,0.194611,0.212247,0.199918,0.205323,0.21914,0.204376,0.185965,0.195297,0.257517,0.212491
3.72331,0.198011,0.214867,0.202342,0.207787,0.222522,0.206877,0.188183,0.196661,0.260914,0.214118
3.72998,0.200275,0.216375,0.203324,0.208833,0.224378,0.207669,0.189166,0.197148,0.261129,0.215112
3.73664,0.201725,0.218208,0.204282,0.209678,0.226284,0.209065,0.189699,0.198761,0.262738,0.216792
3.74331,0.203757,0.221162,0.206715,0.211667,0.230125,0.211854,0.191463,0.201331,0.26743,0.220051
3.74998,0.205243,0.224369,0.209194,0.213703,0.233706,0.214216,0.192628,0.20355,0.273582,0.222971
3.75665,0.206203,0.226113,0.20976,0.214505,0.235189,0.214903,0.191909,0.203895,0.276347,0.224182
3.76331,0.206945,0.226604,0.209383,0.214592,0.236242,0.215039,0.191045,0.204145,0.277943,0.224268
3.76998,0.208735,0.22947,0.210966,0.216804,0.239279,0.217781,0.192809,0.205937,0.28273,0.226926
3.77665,0.211588,0.234016,0.214636,0.219894,0.243135,0.221584,0.19602,0.208656,0.288776,0.231396
3.78332,0.212999,0.236393,0.217059,0.220496,0.245165,0.223478,0.197541,0.210099,0.291372,0.233723
3.78999,0.213113,0.236516,0.21744,0.219902,0.245616,0.223077,0.197115,0.210357,0.29156,0.233034
3.79666,0.214034,0.23788,0.21806,0.220656,0.248311,0.22428,0.197272,0.211163,0.293859,0.232592
3.80333,0.217249,0.242251,0.220556,0.223216,0.253502,0.227457,0.199541,0.213999,0.300288,0.234685
3.81,0.219609,0.246129,0.222451,0.224601,0.256847,0.230202,0.201819,0.215745,0.305818,0.23784
3.81667,0.219918,0.247329,0.222166,0.223415,0.257348,0.230472,0.202266,0.214751,0.307342,0.239915
3.82335,0.220121,0.248218,0.222514,0.223092,0.258411,0.230776,0.201366,0.213384,0.309316,0.241563
3.83002,0.222889,0.251895,0.225515,0.225428,0.262234,0.233039,0.20238,0.215874,0.315565,0.244332
3.83669,0.226812,0.257672,0.229423,0.22846,0.267235,0.237297,0.206022,0.219879,0.322788,0.24801
3.84336,0.229045,0.260807,0.230288,0.229009,0.270495,0.23957,0.208389,0.222259,0.325373,0.249446
3.85004,0.228795,0.260488,0.228739,0.226871,0.271046,0.239588,0.207241,0.221995,0.324448,0.248237
3.85671,0.228436,0.261095,0.227867,0.22479,0.272505,0.240174,0.205701,0.221522,0.324567,0.247671
3.86339,0.229277,0.26387,0.228806,0.225182,0.276574,0.242424,0.206287,0.22259,0.327808,0.24978
3.87006,0.230398,0.266925,0.2323,0.227889,0.282291,0.245752,0.20813,0.224829,0.331693,0.25318
3.87673,0.229767,0.268262,0.233941,0.22964,0.285055,0.247325,0.208511,0.226471,0.332944,0.255029
3.88341,0.229689,0.268588,0.234289,0.229856,0.285928,0.247512,0.20872,0.227105,0.333511,0.257091
3.89008,0.232501,0.270403,0.23637,0.231007,0.288011,0.249352,0.210283,0.228761,0.336058,0.260325
3.89676,0.238176,0.27538,0.241773,0.234691,0.29281,0.253635,0.214322,0.233057,0.341536,0.265839
3.90344,0.244029,0.281463,0.247186,0.238058,0.298491,0.258678,0.218699,0.238278,0.347739,0.271744
3.91011,0.247086,0.287676,0.251407,0.244663,0.303433,0.263352,0.22352,0.242215,0.353157,0.277161
3.91679,0.24253,0.276393,0.243818,0.233702,0.295081,0.25593,0.217084,0.235192,0.345038,0.267579
